,location_name,location_region,res_date,res_type,res_address,res_price,res_price_sqr,res_sqr,construction_year,levels,bedrooms,bathrooms,deleted,deleted_at,status,energyclass,auto_heating,solar,cooling,safe_door,gas,fireplace,furniture,student,parking,parking_flag,days_up
9520,Χολαργός,Αττική,2022-03-28,Διαμέρισμα,"Χολαργός,Άνω Χολαργός",150000,2083.0,72.0,1980.0,2ος,2.0,1.0,1,2022-04-02,Χρήζει ανακαίνισης,Δ,0,0,0,0,0,0,0,0,,0,5 days
9521,Αθήνα,Αττική,2022-03-27,Διαμέρισμα,"Αθήνα,Άνω Πατήσια",150000,2143.0,70.0,2007.0,3ος,2.0,1.0,1,2022-03-27,Άριστη,Β,1,0,0,1,0,0,0,0,Κλειστό parking,1,0 days
9522,Βάρη - Βούλα - Βουλιαγμένη,Αττική,2021-09-14,Κτίριο,"Βάρη,Βάρκιζα",750000,2419.0,310.0,2002.0,'Αλλο,7.0,3.0,1,2022-06-10,Άλλη κατάσταση,Δ,1,1,0,0,0,1,0,0,,0,269 days
9524,Άλιμος,Αττική,2022-03-11,Μονοκατοικία,"Άλιμος,Αμπελάκια",430000,2150.0,200.0,1988.0,Ισόγειο,4.0,3.0,1,2022-03-17,Χρήζει ανακαίνισης,Ζ,1,1,1,0,0,1,0,0,Parking πιλωτής,1,6 days
9525,Αθήνα,Αττική,2022-06-07,Διαμέρισμα,"Μενεμένη,Ερυθρός",288000,1800.0,160.0,1960.0,5ος,3.0,1.0,1,2022-06-08,Ανακαινισμένο,Εκρεμμεί,0,1,1,1,0,1,1,0,,0,1 days
9526,Διόνυσος,Αττική,2022-02-08,Μονοκατοικία,Δροσιά,2500000,2857.0,875.0,,Ισόγειο,7.0,6.0,1,2022-06-10,Άριστη,Β,1,0,1,1,0,1,0,0,,0,122 days
9527,Μέγαρα,Αττική,2020-12-29,Διαμέρισμα,Δ. Μεγάρων,180000,2000.0,90.0,2009.0,3ος,2.0,1.0,0,,Άλλη κατάσταση,Δ,0,0,0,0,0,0,0,0,,0,
9528,Παγκράτι,Αττική,2022-01-14,Διαμέρισμα,"Καισαριανή,Σκοπευτήριο",169000,2414.0,70.0,2005.0,4ος,2.0,1.0,1,2022-06-10,Άλλη κατάσταση,Δ,1,0,1,1,0,0,1,0,,0,147 days
9529,Αθήνα,Αττική,2022-05-15,Διαμέρισμα,"Αθήνα,Νεάπολη",41000,1640.0,25.0,1970.0,5ος,1.0,1.0,1,2022-05-16,Καλή,Ε,0,0,0,0,0,0,0,0,,0,1 days
9530,Αχαρνές,Αττική,2022-04-25,Μονοκατοικία,"Ηράκλειο,Καναπίτσα",70000,1129.0,62.0,1959.0,Ισόγειο,2.0,1.0,1,2022-05-04,Χρήζει ανακαίνισης,Μη αποδοτικό,0,0,0,0,0,0,0,0,,0,9 days
9531,Καλλιθέα,Αττική,2018-04-25,Διαμέρισμα,"Νέα Σμύρνη,Άγιος Σώστης",85000,1848.0,46.0,1970.0,Ισόγειο,1.0,1.0,1,2022-04-29,,,0,0,1,1,0,0,1,1,,0,1465 days
9532,Αθήνα,Αττική,2022-03-23,Διαμέρισμα,"Αθήνα,Κουντουριώτικα",70887,1266.0,56.0,1962.0,4ος,1.0,1.0,1,2022-04-01,,Μη αποδοτικό,0,0,0,0,0,0,0,0,,0,9 days
9533,Άλιμος,Αττική,2022-04-09,Διαμέρισμα,"Άλιμος,Καλαμάκι",360000,3913.0,92.0,2021.0,5ος,2.0,1.0,1,2022-05-07,Υπο κατασκευή,Α+,1,1,1,1,0,0,0,0,,0,28 days
9534,Παλαιό Φάληρο,Αττική,2020-01-08,Διαμέρισμα,"Παλαιό Φάληρο,Πλατεία Ντάβαρη",650000,4063.0,160.0,2019.0,5ος,3.0,2.0,1,2022-06-10,Καλή,Εκρεμμεί,0,1,1,1,0,1,0,0,Υπόγειο parking,1,884 days
9535,Παλαιό Φάληρο,Αττική,2022-05-24,Μεζονέτα,"Παλαιό Φάληρο,Τροκαντερό",450000,2195.0,205.0,1978.0,6ος,4.0,2.0,1,2022-05-25,Χρήζει ανακαίνισης,Εκρεμμεί,0,0,0,1,0,1,0,0,,0,1 days
9536,Βάρη - Βούλα - Βουλιαγμένη,Αττική,2021-02-09,Μονοκατοικία,"Βάρη,Μηλαδέζα",720000,1440.0,500.0,2005.0,Ισόγειο,3.0,5.0,1,2022-06-10,Άριστη,Α,1,0,1,1,0,1,0,0,Κλειστό parking,1,486 days
9537,Ελληνικό - Αργυρούπολη,Αττική,2018-11-05,Μονοκατοικία,"Γλυφάδα,Τερψιθέα",380000,2405.0,158.0,1963.0,Ισόγειο,2.0,1.0,1,2022-06-10,,,1,1,1,0,0,0,1,0,,0,1313 days
9538,Αθήνα,Αττική,2022-02-17,Διαμέρισμα,"Αθήνα,Άγιος Νικόλαος",65000,867.0,75.0,1965.0,3ος,2.0,1.0,1,2022-04-07,Καλή,Ε,1,0,1,0,0,0,0,1,,0,49 days
9539,Αθήνα,Αττική,2021-12-08,Διαμέρισμα,"Αθήνα,Τρεις Γέφυρες",100000,1020.0,98.0,1980.0,3ος,3.0,1.0,1,2022-06-10,Άριστη,Ε,0,0,0,0,0,0,0,0,,0,184 days
9540,Πετρούπολη,Αττική,2022-06-01,Μεζονέτα,"Πετρούπολη,Άνω Πετρούπολη",272552,2781.0,98.0,2022.0,3ος,3.0,2.0,1,2022-06-10,Νεόδμητο,Α+,0,1,0,1,0,0,0,1,,0,9 days
9541,Νέα Σμύρνη,Αττική,2020-09-29,Διαμέρισμα,"Άγιος Δημήτριος Αττικής,Νεκροταφείο",190000,2836.0,67.0,2010.0,5ος,2.0,1.0,1,2022-03-17,Άριστη,Γ,1,0,0,1,0,0,0,0,Parking πιλωτής,1,534 days
9542,Βύρωνας,Αττική,2020-12-20,Διαμέρισμα,"Αθήνα,Κέντρο",65000,1444.0,45.0,1965.0,1ος,1.0,1.0,1,2022-06-10,Άλλη κατάσταση,,1,0,0,0,0,0,0,1,,0,537 days
9543,Αχαρνές,Αττική,2022-03-24,Διαμέρισμα,"Μαρούσι,Άγιοι Ανάργυροι",410000,3832.0,107.0,2021.0,5ος,3.0,2.0,1,2022-03-31,Νεόδμητο,Μη αποδοτικό,1,0,0,0,0,0,0,0,,0,7 days
9544,Ζωγράφου,Αττική,2022-05-19,Διαμέρισμα,"Ζωγράφου,Ιλίσια",47000,1000.0,47.0,1970.0,Ημιυπόγειο,,1.0,1,2022-05-26,Καλή,Δ,0,0,0,0,0,0,0,0,,0,7 days
9545,Αχαρνές,Αττική,2021-02-25,Κτίριο,"Νέα Ερυθραία,Καστρί",460000,1150.0,400.0,1970.0,'Αλλο,10.0,3.0,1,2022-03-24,Χρήζει ανακαίνισης,Η,1,0,0,0,0,0,0,0,,0,392 days
9546,Αθήνα,Αττική,2021-04-13,Διαμέρισμα,"Αθήνα,Άγιος Νικόλαος",130000,1121.0,116.0,1975.0,5ος,3.0,1.0,1,2022-04-11,Καλή,Ε,1,0,0,0,1,0,0,0,,0,363 days
9547,Γαλάτσι,Αττική,2022-04-30,Διαμέρισμα,"Αθήνα,Πλατεία Παπαδιαμάντη",120000,1237.0,97.0,1975.0,Ισόγειο,2.0,1.0,1,2022-05-07,Καλή,Ζ,0,0,0,1,0,0,0,0,,0,7 days
9548,Μαρούσι,Αττική,2022-05-24,Διαμέρισμα,"Μαρούσι,Παράδεισος",570000,2111.0,270.0,2000.0,'Αλλο,3.0,3.0,1,2022-05-26,Άριστη,Γ,0,1,1,1,0,1,0,0,Υπόγειο parking,1,2 days
9549,Βύρωνας,Αττική,2022-05-18,Διαμέρισμα,"Βύρωνας,Ανάληψη",120000,1446.0,83.0,1955.0,1ος,2.0,1.0,1,2022-05-21,Χρήζει ανακαίνισης,Εκρεμμεί,0,0,0,0,0,0,0,0,,0,3 days
9550,Πειραιάς,Αττική,2022-03-14,Διαμέρισμα,"Πειραιάς,Νέο Φάληρο",200000,2381.0,84.0,2007.0,3ος,10.0,1.0,1,2022-03-17,Άριστη,Ε,1,0,0,1,0,0,0,0,Κλειστό parking,1,3 days
9552,Διόνυσος,Αττική,2022-03-23,Μεζονέτα,Διόνυσος,600000,2000.0,300.0,2020.0,Ισόγειο,4.0,1.0,1,2022-03-24,Νεόδμητο,Β,1,0,1,1,0,0,0,0,Κλειστό parking,1,1 days
9553,Μαρούσι,Αττική,2021-05-26,Διαμέρισμα,"Μαρούσι,Κοκκινιά",200000,2041.0,98.0,1972.0,2ος,2.0,1.0,1,2022-06-10,Άριστη,Β,1,1,1,1,1,0,0,0,,0,380 days
9556,Διόνυσος,Αττική,2022-05-27,Μονοκατοικία,Ροδόπολη,800000,2667.0,300.0,2000.0,'Αλλο,5.0,3.0,0,,Καλή,Γ,1,1,1,1,0,1,0,0,Ανοιχτό parking,1,
9557,Αθήνα,Αττική,2022-05-17,Κτίριο,"Αθήνα,Κυψέλη",1500000,1866.0,804.0,1928.0,Ισόγειο,,,1,2022-05-26,Καλή,Η,0,0,0,0,0,0,0,0,,0,9 days
9558,Χαλάνδρι,Αττική,2022-05-16,Μονοκατοικία,"Αγία Παρασκευή,Σταυρός",285000,4191.0,68.0,1970.0,Ισόγειο,2.0,1.0,1,2022-05-25,Καλή,Ζ,0,0,0,1,0,0,0,0,,0,9 days
9559,Δάφνη,Αττική,2021-09-29,Διαμέρισμα,"Δάφνη Αττικής,Άνω Δάφνη",35000,1000.0,35.0,1968.0,Ισόγειο,1.0,1.0,1,2022-05-07,Καλή,Η,0,0,0,0,0,0,0,0,,0,220 days
9560,Φιλοθέη - Ψυχικό,Αττική,2021-03-18,Διαμέρισμα,Φιλοθέη,1300000,4333.0,300.0,1978.0,2ος,4.0,3.0,0,,Ανακαινισμένο,Ζ,1,1,1,1,1,1,0,0,,0,
9561,Αιγάλεω,Αττική,2022-03-24,Μονοκατοικία,"Αιγάλεω,Κάτω Αιγάλεω",49000,766.0,64.0,1935.0,Ισόγειο,2.0,1.0,1,2022-03-30,Χρήζει ανακαίνισης,Η,0,0,0,0,0,0,0,0,,0,6 days
9563,Λαυρεωτική,Αττική,2021-03-22,Μονοκατοικία,Κ. Αναβύσσου,1000000,2326.0,430.0,2000.0,Ισόγειο,6.0,5.0,0,,Άριστη,Γ,1,1,1,1,0,1,0,0,Parking πιλωτής,1,
9564,Αχαρνές,Αττική,2019-09-30,Διαμέρισμα,"Κηφισιά,Κεφαλάρι",340000,2152.0,158.0,1971.0,1ος,3.0,1.0,1,2022-03-29,Καλή,Ε,1,0,0,0,1,1,0,0,,0,911 days
9565,Καλλιθέα,Αττική,2022-02-26,Διαμέρισμα,"Νέα Σμύρνη,Κέντρο",450000,3309.0,136.0,2020.0,5ος,3.0,1.0,1,2022-03-17,Νεόδμητο,Β+,1,0,0,1,0,1,0,0,,0,19 days
9566,Διόνυσος,Αττική,2022-05-13,Μεζονέτα,"Άγιος Στέφανος,Κέντρο",200000,1000.0,200.0,2008.0,Ισόγειο,3.0,3.0,1,2022-05-25,Ημιτελές,Γ,0,0,0,0,0,1,0,0,Ανοιχτό parking,1,12 days
9568,Αχαρνές,Αττική,2022-04-21,Διαμέρισμα,"Κηφισιά,Ζηρίνειο",235000,3013.0,78.0,1976.0,4ος,1.0,1.0,1,2022-05-01,Άριστη,Εκρεμμεί,0,0,1,1,0,1,0,0,,0,10 days
9569,Ίλιον,Αττική,2021-04-25,Διαμέρισμα,"Αθήνα,Τρεις Γέφυρες",135000,1184.0,114.0,1970.0,3ος,2.0,1.0,1,2022-06-10,Καλή,Ζ,1,0,0,0,0,0,0,0,,0,411 days
9570,Λαυρεωτική,Αττική,2020-06-18,Μονοκατοικία,Σακκά,480000,1412.0,340.0,2009.0,Ισόγειο,4.0,4.0,1,2022-05-07,Άριστη,Εκρεμμεί,1,1,1,1,0,1,0,0,,0,688 days
9571,Αθήνα,Αττική,2022-04-03,Διαμέρισμα,"Υμηττός,Κέντρο",100000,2381.0,42.0,2007.0,4ος,1.0,1.0,1,2022-04-05,Άριστη,Α,1,0,1,1,1,0,0,1,,0,2 days
9572,Χαλάνδρι,Αττική,2022-05-11,Διαμέρισμα,"Γέρακας,Γαργηττός Ι",160000,3077.0,52.0,2022.0,1ος,1.0,1.0,1,2022-06-10,Υπο κατασκευή,Α+,0,1,1,1,0,1,0,0,Υπόγειο parking,1,30 days
9573,Χαλάνδρι,Αττική,2022-03-30,Μονοκατοικία,"Χαλάνδρι,Άνω Νέο Χαλάνδρι",850000,1574.0,540.0,1968.0,'Αλλο,7.0,6.0,1,2022-04-01,Άριστη,Δ,1,1,1,1,0,1,0,0,Κλειστό parking,1,2 days
9574,Βριλήσσια,Αττική,2021-07-22,Διαμέρισμα,Κέντρο,450000,3462.0,130.0,2020.0,1ος,3.0,,1,2022-06-10,Υπο κατασκευή,Α+,0,1,1,1,0,1,0,0,Κλειστό parking,1,323 days
9575,Αθήνα,Αττική,2021-11-23,Διαμέρισμα,"Αθήνα,Μεταξουργείο",66000,1015.0,65.0,1982.0,2ος,2.0,1.0,1,2022-05-24,Χρήζει ανακαίνισης,Η,0,0,0,0,0,0,0,1,,0,182 days
9576,Καλλιθέα,Αττική,2022-05-25,Διαμέρισμα,"Νέα Σμύρνη,Κέντρο",175000,2011.0,87.0,2008.0,1ος,2.0,1.0,1,2022-06-02,Ανακαινισμένο,Δ,0,0,0,1,0,0,0,0,,0,8 days
9577,Αργυρούπολη,Αττική,2022-04-04,Διαμέρισμα,"Αργυρούπολη,Κέντρο",290000,2613.0,111.0,1985.0,4ος,3.0,2.0,1,2022-04-05,Άριστη,Ε,1,0,0,1,1,1,0,0,Ανοιχτό parking,1,1 days
9578,Αθήνα,Αττική,2021-05-06,Διαμέρισμα,"Αθήνα,Σεπόλια",270000,2673.0,101.0,2006.0,5ος,2.0,1.0,1,2022-06-07,Άριστη,Γ,1,1,1,1,0,1,1,0,Κλειστό parking,1,397 days
9579,Πεντέλη,Αττική,2021-10-12,Διαμέρισμα,Πεντέλη,310000,2583.0,120.0,1991.0,4ος,3.0,2.0,0,,Καλή,Γ,1,1,1,1,0,0,0,0,,0,
9580,Καλλιθέα,Αττική,2021-06-02,Διαμέρισμα,"Καλλιθέα,Τζιτζιφιές",290000,2843.0,102.0,1995.0,3ος,2.0,1.0,0,,Άλλη κατάσταση,Εκρεμμεί,1,1,0,0,0,0,0,0,,0,
9581,Αθήνα,Αττική,2022-01-11,Διαμέρισμα,"Αθήνα,Πλατεία Αμερικής",140000,1045.0,134.0,1972.0,4ος,3.0,2.0,1,2022-03-21,Ανακαινισμένο,Μη αποδοτικό,1,0,0,1,0,0,0,0,,0,69 days
9582,Αχαρνές,Αττική,2020-12-29,Διαμέρισμα,"Αχαρνές,Λαθέα",135000,1350.0,100.0,2005.0,2ος,2.0,1.0,1,2022-06-10,Ημιτελές,Μη αποδοτικό,1,0,0,0,0,1,0,0,,0,528 days
9583,Αθήνα,Αττική,2022-03-11,Κτίριο,"Αθήνα,Άγιος Νικόλαος",380000,691.0,550.0,1929.0,'Αλλο,,,1,2022-03-17,Ανακαινισμένο,Η,0,0,0,0,0,0,0,0,,0,6 days
9584,Μάνδρα - Ειδυλλία,Αττική,2020-12-29,Μονοκατοικία,Μαγούλα,60000,1714.0,35.0,1935.0,Ισόγειο,1.0,1.0,0,,Άλλη κατάσταση,Η,0,0,0,0,0,0,0,0,,0,
9585,Καλλιθέα,Αττική,2021-09-11,Διαμέρισμα,"Νέα Σμύρνη,Κέντρο",304000,2841.0,107.0,1978.0,2ος,3.0,1.0,1,2022-06-02,,,1,1,1,1,0,0,0,0,,0,264 days
9586,Αθήνα,Αττική,2022-05-04,Διαμέρισμα,"Αθήνα,Μουσείο",70000,1250.0,56.0,1960.0,6ος,2.0,1.0,1,2022-05-08,Ανακαινισμένο,Εκρεμμεί,0,0,1,1,0,0,0,0,,0,4 days
9587,Αθήνα,Αττική,2021-12-06,Διαμέρισμα,"Αθήνα,Πλατεία Αμερικής",85000,1063.0,80.0,1962.0,2ος,,,1,2022-03-31,Άριστη,Ε,0,0,0,0,0,0,0,0,,0,115 days
9588,Γαλάτσι,Αττική,2022-05-25,Διαμέρισμα,"Αθήνα,Λαμπρινή",175000,1502.0,117.0,1978.0,4ος,3.0,1.0,0,,Καλή,Η,0,1,0,0,0,0,0,0,,0,
9589,Κηφισιά,Αττική,2022-03-24,Μεζονέτα,"Νέα Ερυθραία,Καστρί",450000,1667.0,270.0,1990.0,Ισόγειο,4.0,3.0,1,2022-03-24,Καλή,Δ,1,0,0,0,0,1,0,0,Κλειστό parking,1,0 days
9590,Άγιος Δημήτριος,Αττική,2022-05-04,Διαμέρισμα,"Άγιος Δημήτριος Αττικής,Ανθέων",355000,3447.0,103.0,2022.0,4ος,3.0,1.0,1,2022-05-08,Υπο κατασκευή,Α,0,1,0,1,0,1,0,0,,0,4 days
9591,Χαλάνδρι,Αττική,2022-02-02,Διαμέρισμα,"Αγία Παρασκευή,Ηπείρου",360000,2182.0,165.0,1975.0,1ος,5.0,3.0,1,2022-03-17,Ανακαινισμένο,Α,1,1,0,1,1,0,0,0,,0,43 days
9592,Πειραιάς,Αττική,2022-04-06,Μονοκατοικία,"Πειραιάς,Καστέλα (Προφήτης Ηλίας)",300000,3125.0,96.0,1965.0,Ημιώροφος,2.0,1.0,1,2022-05-04,Καλή,Ζ,0,0,0,0,0,0,1,0,,0,28 days
9593,Νίκαια,Αττική,2021-05-11,Διαμέρισμα,"Κορυδαλλός,Όριο Αγίας Βαρβάρας",120000,1791.0,67.0,1983.0,1ος,1.0,1.0,1,2022-06-10,Άλλη κατάσταση,Εκρεμμεί,0,0,0,0,0,0,0,0,,0,395 days
9594,Πέραμα,Αττική,2021-05-20,Διαμέρισμα,"Πέραμα,Κέντρο",130000,1512.0,86.0,2010.0,3ος,2.0,1.0,0,,Νεόδμητο,Εκρεμμεί,1,0,0,1,0,0,0,0,,0,
9595,Βάρη - Βούλα - Βουλιαγμένη,Αττική,2020-05-20,Διαμέρισμα,Βάρη,450000,5172.0,87.0,2020.0,3ος,2.0,1.0,1,2022-06-08,Νεόδμητο,Β+,1,0,0,1,0,1,0,0,Parking πιλωτής,1,749 days
9596,Νέα Σμύρνη,Αττική,2022-04-16,Διαμέρισμα,"Παλαιό Φάληρο,Πλατεία Ντάβαρη",440000,3929.0,112.0,2021.0,5ος,3.0,1.0,1,2022-04-20,Υπο κατασκευή,Α+,1,0,0,1,0,1,0,0,,0,4 days
9597,Νίκαια,Αττική,2021-05-11,Διαμέρισμα,"Νίκαια,Άσπρα Χώματα",60000,750.0,80.0,1978.0,3ος,2.0,1.0,1,2022-06-07,Ανακαινισμένο,Εκρεμμεί,1,1,1,0,0,0,0,0,,0,392 days
9598,Βύρωνας,Αττική,2012-02-09,Διαμέρισμα,"Βύρωνας,Νέα Ελβετία",90000,1636.0,55.0,,Ισόγειο,1.0,1.0,1,2022-06-10,Άριστη,,0,0,0,0,0,0,0,0,,0,3774 days
9599,Βάρη - Βούλα - Βουλιαγμένη,Αττική,2021-09-14,Διαμέρισμα,"Γλυφάδα,Πυρνάρι",580000,4715.0,123.0,2021.0,3ος,3.0,1.0,1,2022-03-21,Νεόδμητο,Α,1,1,1,1,0,1,0,0,Κλειστό parking,1,188 days
9600,Δάφνη,Αττική,2022-02-21,Διαμέρισμα,"Αθήνα,Νέος Κόσμος",150000,1786.0,84.0,,4ος,2.0,1.0,1,2022-04-14,,Δ,1,0,0,0,1,0,0,0,,0,52 days
9601,Λαυρεωτική,Αττική,2020-02-12,Κτίριο,Πόρτο Εννιά,1000000,2000.0,500.0,2005.0,Ισόγειο,,,0,,,,1,0,0,0,0,0,0,0,,0,
9602,Αθήνα,Αττική,2021-11-15,Διαμέρισμα,"Αθήνα,Ακαδημία",138000,4452.0,31.0,1978.0,5ος,1.0,1.0,1,2022-04-02,Ανακαινισμένο,Γ,1,0,1,1,0,0,1,0,,0,138 days
9603,Παγκράτι,Αττική,2022-03-07,Διαμέρισμα,"Αθήνα,Παγκράτι",117000,1263.0,93.0,1962.0,2ος,,1.0,1,2022-03-29,Άλλη κατάσταση,Ε,0,0,0,0,0,0,0,0,,0,22 days
9604,Χαϊδάρι,Αττική,2022-05-21,Διαμέρισμα,"Χαϊδάρι,Αγία Γρηγορούσα",175000,1667.0,105.0,1982.0,1ος,3.0,1.0,1,2022-06-10,Καλή,Γ,0,1,0,0,0,0,0,0,,0,20 days
9605,Παλαιό Φάληρο,Αττική,2022-03-16,Διαμέρισμα,"Άλιμος,Αμπελάκια",470000,4393.0,107.0,2020.0,4ος,3.0,1.0,1,2022-03-17,Υπο κατασκευή,Α,1,1,1,1,1,1,0,0,Υπόγειο parking,1,1 days
9606,Αθήνα,Αττική,2022-03-26,Διαμέρισμα,"Αθήνα,Λυκαβηττός",75000,2885.0,26.0,1960.0,Ισόγειο,,1.0,1,2022-03-27,Ανακαινισμένο,Δ,1,0,1,1,0,0,0,0,,0,1 days
9608,Δάφνη,Αττική,2022-06-01,Διαμέρισμα,"Δάφνη Αττικής,Καλογήρων",155000,1962.0,79.0,1961.0,1ος,1.0,1.0,1,2022-06-08,Ανακαινισμένο,Εκρεμμεί,0,1,1,1,0,0,1,0,,0,7 days
9609,Αθήνα,Αττική,2022-03-29,Διαμέρισμα,"Αθήνα,Άνω Κυψέλη",110000,1183.0,93.0,1965.0,3ος,2.0,1.0,1,2022-03-30,,Ζ,1,0,0,0,0,0,0,0,,0,1 days
9610,Βύρωνας,Αττική,2022-04-12,Μονοκατοικία,"Υμηττός,Πυρκάλ Καλυκοποιείο",250000,2778.0,90.0,1965.0,Ισόγειο,2.0,1.0,1,2022-06-10,Ανακαινισμένο,Η,1,0,1,1,0,0,0,0,,0,59 days
9611,Καλλιθέα,Αττική,2022-04-12,Μονοκατοικία,"Καλλιθέα,Χαροκόπου",390000,1211.0,322.0,1945.0,Ισόγειο,1.0,1.0,1,2022-05-12,Καλή,Α,0,0,0,0,0,0,0,0,,0,30 days
9612,Μαρούσι,Αττική,2022-05-22,Μεζονέτα,"Μαρούσι,Καρπάθικα",430000,2966.0,145.0,2022.0,6ος,4.0,1.0,1,2022-06-10,Υπο κατασκευή,Β,0,1,0,1,0,0,0,0,,0,19 days
9613,Νέα Σμύρνη,Αττική,2022-05-15,Διαμέρισμα,"Αθήνα,Δουργούτι",135000,2328.0,58.0,1963.0,3ος,2.0,1.0,0,,Ανακαινισμένο,,0,0,1,1,0,0,0,0,,0,
9614,Αθήνα,Αττική,2022-03-25,Διαμέρισμα,"Αθήνα,Προμπονά",35000,700.0,50.0,,Ημιυπόγειο,,,1,2022-03-26,,Εκρεμμεί,0,0,0,0,0,0,0,0,,0,1 days
9615,Αθήνα,Αττική,2022-03-17,Διαμέρισμα,"Αθήνα,Άγιος Ελευθέριος",80000,1481.0,54.0,1970.0,Ισόγειο,1.0,1.0,1,2022-03-28,Νεόδμητο,Ε,0,0,0,0,0,0,0,0,,0,11 days
9616,Βάρη - Βούλα - Βουλιαγμένη,Αττική,2022-04-11,Διαμέρισμα,"Βούλα,Κάτω Βούλα",460000,5990.0,77.0,2022.0,2ος,2.0,1.0,1,2022-04-14,Νεόδμητο,Α+,1,1,1,1,0,1,0,0,,0,3 days
9617,Αθήνα,Αττική,2022-04-03,Διαμέρισμα,"Αθήνα,Παγκράτι",180000,2000.0,90.0,1984.0,1ος,2.0,1.0,1,2022-04-10,Ανακαινισμένο,Ζ,1,0,0,0,0,0,0,0,,0,7 days
9619,Αχαρνές,Αττική,2019-02-28,Μονοκατοικία,"Άνω Λιόσια,Άγιος Νικόλαος",200000,1111.0,180.0,1970.0,Ισόγειο,4.0,2.0,0,,Ημιτελές,,1,1,0,0,0,0,0,0,,0,
9620,Αχαρνές,Αττική,2022-02-02,Διαμέρισμα,"Ηράκλειο,Πράσινος Λόφος",238000,2902.0,82.0,2018.0,2ος,2.0,,1,2022-03-23,Άριστη,Γ,0,0,0,1,0,1,0,0,Ανοιχτό parking,1,49 days
9621,Αθήνα,Αττική,2021-10-02,Διαμέρισμα,"Αθήνα,Άγιος Παντελεήμονας",125000,2016.0,62.0,1962.0,6ος,2.0,,1,2022-03-23,Ανακαινισμένο,Η,1,0,0,0,1,0,0,0,,0,172 days
9622,Αθήνα,Αττική,2022-03-31,Διαμέρισμα,"Αθήνα,Άγιος Παντελεήμονας",54000,1174.0,46.0,1960.0,2ος,1.0,,1,2022-05-20,Καλή,Ε,1,0,0,1,1,0,0,0,,0,50 days
9623,Κρωπία,Αττική,2021-04-19,Μονοκατοικία,Άγιος Δημήτριος,330000,4125.0,80.0,1980.0,Ισόγειο,1.0,1.0,1,2022-06-10,,,0,0,1,0,0,0,0,0,,0,417 days
9624,Καισαριανή,Αττική,2022-05-27,Διαμέρισμα,"Αθήνα,Ιλίσια",246400,3200.0,77.0,2021.0,3ος,2.0,1.0,0,,Υπο κατασκευή,Α+,1,0,1,1,1,0,0,0,,0,
9625,Ραφήνα Πικέρμι,Αττική,2022-01-17,Διαμέρισμα,Ντράφι,650000,3095.0,210.0,2010.0,1ος,3.0,2.0,0,,Καλή,Β+,1,0,0,1,0,1,0,0,,0,
9626,Αθήνα,Αττική,2022-03-29,Διαμέρισμα,"Αθήνα,Άγιος Λουκάς",80000,1039.0,77.0,1969.0,1ος,2.0,1.0,1,2022-05-26,Καλή,Ε,1,0,0,1,1,0,0,0,,0,58 days
9627,Γλυφάδα,Αττική,2022-04-21,Διαμέρισμα,"Γλυφάδα,Κέντρο",330000,2538.0,130.0,1974.0,1ος,3.0,1.0,1,2022-04-28,Ανακαινισμένο,Α,0,0,1,1,0,1,0,0,Parking πιλωτής,1,7 days
9629,Γλυφάδα,Αττική,2022-06-02,Διαμέρισμα,"Γλυφάδα,Άνω Γλυφάδα",325000,2305.0,141.0,1976.0,5ος,3.0,2.0,1,2022-06-10,Καλή,Εκρεμμεί,0,0,1,1,0,1,0,0,,0,8 days
9630,Πειραιάς,Αττική,2022-03-24,Διαμέρισμα,"Πειραιάς,Καλλίπολη",72000,1220.0,59.0,1978.0,Ισόγειο,2.0,1.0,1,2022-03-29,,Ζ,1,0,1,1,0,0,1,0,,0,5 days
9631,Αχαρνές,Αττική,2022-03-25,Μεζονέτα,"Κηφισιά,Νέα Κηφισιά",280000,1000.0,280.0,2010.0,Ισόγειο,3.0,,1,2022-04-05,Καλή,Δ,1,0,0,1,0,1,0,0,,0,11 days
9632,Αθήνα,Αττική,2021-09-17,Διαμέρισμα,"Αθήνα,Πλατεία Βάθης",65000,867.0,75.0,1960.0,4ος,2.0,1.0,1,2022-03-28,,Η,0,0,0,1,0,0,0,0,,0,192 days
9633,Κηφισιά,Αττική,2022-03-23,Διαμέρισμα,"Κηφισιά,Νέα Κηφισιά",300000,1765.0,170.0,1979.0,'Αλλο,4.0,2.0,0,,Καλή,Ε,1,0,0,0,0,0,0,0,Κλειστό parking,1,
9634,Πειραιάς,Αττική,2022-05-03,Διαμέρισμα,"Πειραιάς,Μανιάτικα",250000,2569.0,97.0,2022.0,4ος,3.0,1.0,1,2022-05-21,Υπο κατασκευή,Α,0,0,0,1,0,0,0,0,,0,18 days
9635,Ηλιούπολη,Αττική,2022-06-03,Διαμέρισμα,"Αθήνα,Πλατεία Ηρώων",1350000,2250.0,600.0,2008.0,3ος,,,1,2022-06-10,Άριστη,Εκρεμμεί,0,0,1,1,0,1,0,0,Υπόγειο parking,1,7 days
9636,Γαλάτσι,Αττική,2022-04-12,Μεζονέτα,"Αθήνα,Περιβόλια",310000,2768.0,112.0,2022.0,5ος,2.0,2.0,1,2022-05-12,Νεόδμητο,Α,1,0,0,0,0,1,0,0,,0,30 days
